content,labels
ஆற்றுமண் அள்ளுன காசு உங்களுக்கு வந்துச்சா . அடியிலே தரமான அடி!! <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Sarcastic
தமிழ்நாட்டில் அமித் ஷாவின் செல்வாக்கு... <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Neutral
சக்கரை எங்கே? எறும்பு தின்னுட்டு சாக்கு எங்கே? கரையான் தின்னுட்டு இவர் திருடன் இல்லாம யாரு? <face with tears of joy emoji/> அண்ணன் <hashtag/> செதச்சுட்டாரு <rolling on the floor laughing emoji/><fire emoji/> <hashtag/> <check mark button emoji/> <hashtag/> <check mark button emoji/>,Sarcastic
சாயக்கழிவு நீரினால் தான் ஈரோட்டு மக்களுக்கு அதிக பாதிப்பு எனத் தெரிந்தும் அதை வெளியேற்ற அனுமதி கொடுத்த உங்களுக்கு எதுக்கு யா ஓட்டுப் போடனும்? <hashtag/>,Opinionated
bro நீங்க சேலம் ஆ,None of the above
tommy அதே ஈர்ப்பு ஆடு மாடுகழுதை குதிரைபன்னிமேல வந்தால் கருமம்டா உங்க லாஜிக்,None of the above
கால் பண்ணுங்க,None of the above
மேலும் படிக்க : <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
<hashtag/> <hashtag/> <hashtag/> <hashtag/> சிவகங்கை சீமான் பரப்புரை,Negative
ஆயிரம் ரூபாய் கொடுப்பது சாதனை இல்லை; ஆயிரம் ரூபாய் பெறவேண்டிய நிலை இல்லை என்பதை உருவாக்குவது தான் சாதனை - சீமான் <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Neutral
அழுகிய முட்டைக்கு காரணம். முட்டைக்கு மேல பூசின கருப்பு மை மழையில் நனைந்து முட்டைக்குள்ளே போய் விட்டது. அமைச்சர் கீதா ஜீவன்... செல்லூர் ராஜு க்கே tough குடுப்பாங்க போல.<rolling on the floor laughing emoji/><rolling on the floor laughing emoji/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Substantiated
"<backhand index pointing right emoji/>04.11.2023 சனிக்கிழமை 05.11.2023 ஞாயிற்றுக்கிழமை 18.11.2023 சனிக்கிழமை 19.11.2023 ஞாயிற்றுக்கிழமை ஆகிய தினங்களில் வாக்காளர் பட்டியலில் பெயர் சேர்த்தல், திருத்துதல் மற்றும் நீக்குதல் தொடர்பாக சிறப்பு முகாம் அந்த வாக்குச்சாவடி மையங்களில் நடைபெறவுள்ளது.<triangular flag emoji/> <hashtag/>",Neutral
தயாநிதி மாறனுக்கு ஆதரவாக அமைச்சர் உதயநிதி பிரச்சாரம் click link: <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Substantiated
”பெண்களுக்கு என்ன பாதுகாப்பு கொடுத்திருக்க...” மாவட்டச் செயலாளருக்கு எதிராக கொதித்த திமுக பெண் நிர்வாகி!,Substantiated
"இன்னிக்கு அண்ணாமலை அடிச்ச அடியில <hashtag/> குரூப் துண்டை காண துணிய கணம் ஓடிடானுக , நாளைக்கு வருவனுக <hashtag/> campaign for original <hashtag/> leaders <hashtag/> <hashtag/>",Sarcastic
<hashtag/> களத்தில் தென்காசி சட்டமன்றத் தொகுதி கீழப்பாவூர் ஒன்றியம்,Opinionated
<hashtag/> சார்பாக <hashtag/> (<hashtag/> சின்னத்தில் போட்டியிடும் <hashtag/> நாடாளுமன்றத் தொகுதி வெற்றி வேட்பாளர் மருத்துவர் பாக்கியலட்சுமி அவர்களை ஆதரித்து தலைமை ஒருங்கிணைப்பாளர் செந்தமிழன் <hashtag/> அவர்கள் 12-04-2024 அன்று சேத்துப்பட்டு காமராஜர் சிலை அருகில் வாகனப் பரப்புரை மேற்கொண்டார். <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Substantiated
வாக்குஇயந்திரத்தில் வரிசைஎண் 7 ல் <hashtag/> பாராளுமன்ற வேட்பாளர் அக்கா சத்யா அவர்களுக்கு <hashtag/> <hashtag/> சின்னத்தில் வாக்களிக்கவேண்டும் <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
தமிழ் புத்தாண்டுக்கு யார் பேட்டி போடனும்னு எல்லாருக்கும் புரிஞ்சுருக்கு <fire emoji/> <hashtag/> <hashtag/>,Sarcastic
அக்கா காளியம்மாள்<fire emoji/><fire emoji/><fire emoji/> <hashtag/> <hashtag/>,Substantiated
"வீழ்வது திமுக, வெல்வது பாஜக! <hashtag/> <hashtag/> <hashtag/> <hashtag/>",Positive
பட்டுக்கோட்டை சட்டமன்ற தொகுதிக்கு செய்திருப்பதும் ... செய்யப்போவதும் <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Substantiated
ganesh s sakthi என்னா பண்றிக,None of the above
<kyrgyzstan emoji/><studio microphone emoji/> விசில் போடு - மைக் சின்னத்துல ஓட்ட போடு <studio microphone emoji/><kyrgyzstan emoji/> <hashtag/> <hashtag/> <studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/>,Positive
”திமுகவை நடராஜர் தண்டிப்பார்” சாபம் விட்ட நிர்மலா.. சிதம்பரத்தில் சூளுரை <hashtag/> <hashtag/> <hashtag/>,Sarcastic
தற்காத்துக்கொள். <hashtag/> <hashtag/> <studio microphone emoji/> <hashtag/>,Opinionated
காவிரி நதிநீர் பிரச்சினை ஏன் தீர்க்காமல் உள்ளது - மத்திய அரசுக்கு பொள்ளாச்சி ஜெயராமன் கேள்வி <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
மோடியின் இயக்கத்தில் அதிமுக அடிமைகள்... <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Sarcastic
<kyrgyzstan emoji/><studio microphone emoji/> 10 வருஷம் நீங்க ஆண்டது போதும் ராசா. மீண்டும் வேண்டாம் மோடி <studio microphone emoji/><kyrgyzstan emoji/> <hashtag/> <hashtag/> <studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/>,Opinionated
